review_id,review_text,topic_number,topic_name,topic_description
796,"This was a great price, shipped lightning fast, I'll be buying from this seller again. We purchased this for our mom/grandma for mother's day, she loves it. This little fire will do everything she does on line and then some. we went with the fire hdx because this is an e reader, a browser, it plays amazon prime video, and it will skype. I would recommend this to everyone if your looking for a multi-function tablet it's wonderful",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
797,"Imagine a lap top but smaller this kindle can do anything you enjoy doing on a laptop. I use mine to watch Netflix , check my facebook and pretty much anything else. I am supper satisfied with this product and I would say that it was an investment well put.",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
798,"I ordered the original Kindle keyboard 2nd gen the day it was available. Same with 1st gen Kindle Fire, and I own a Kindle Fire HD and a Kindle PaperWhite as well. Having that familiarity with Kindles I hope gives me some credibility for the HDX 7. The speakers are the best in the line. The screen is amazing, the speed is unparalleled for gaming and streaming, which is the only possible challenge to prior models. In the spirit of full disclosure, I've only owned mentioned Kindles and a Samsung G...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
799,"Going on about two weeks now...LOVE IT Didn't think I'd like it, but I was SO wrong. So easy to use for a first time tablet user like me.",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
800,I never give 5 stars because there is nothing in life that is perfect and you really don't know if there's a problem until you've used something for several months. This kindle meets all of my expectations and seems to be working just great.,1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
801,"I have yet to discover all the things this can do. I consider myself a hip almost-50 year old, and have used computers most of my adult life...I waited and researched and finally decided on the Kindle Fire HDX 7 and the Samsung Galaxy smartphone - very happy with both. I'm still having a hard time making the digital leap to downloading books and newspapers. I love reading and listening to music, but still like to hold and smell the pages of the real thing. I can see how fantastic it is while com...",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
802,"I love this handheld device especially all the items available for it. Games, books, music, etc. Glad I bought it. Thanks for having it available.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
803,"I am 67 and the only problem I have with my kindle is that it seems to have grafted itself to my hand. I am having trouble putting it down to do things like clean the house, do dishes, wash clothes. It works great and I really love the game plants vs zombies.I love that it came with the wall charger.",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
804,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
805,I've had Kindle Fire's since day one and this is the only version that has slightly let me down. I'm having charging issues on a regular basis and occasional odd colors on the display. Also battery life isn't nearly what I expected. If the charging issues continue I will put in for a warranty replacement.....,1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
806,"This review is from a normal working NON IT type of dude who likes to read books surf the web etc etc etc So this will review will be just like me telling you how I think the HDX is over a beer :) My family has 2 Kindles 1 HD which my son loves, 1 HDX mine, 1 ipad mini older son 1 ipad normal size for the wifey and I have used all of them at one time or another.1. Size weight,,,,, lighter and thinner than the ipad mini,,, perfect size to handle. I like the location of the on/off button and volum...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
807,Read more,-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
808,"Good hardware, but limited apps on amazon ecosystem.Most apps that I already purchased with google play store won't work on Kindle Fire.Second I don't want to pay for same apps on another ecosystem (one for apple, one for google already ...)At least amazon allows to return the product without hassle ...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
809,"It's still very new to me, so I'm taking my time mostly I read a lot. But also like to play games. Haven't even started to look into theT.V. Movie's that I can get with my Wi-Fi, 32gb. Also like the color of my firer cover.",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
810,"This is my second Kindle, I also have a 3G Kindle touch, and of the two, I prefer the touch overall.Features I like about the Fire: I love and hate the carousel all at the same time. I love how easy it is to scan through the books that I have on my Kindle and seeing the pictures of the covers (because sometimes I like to pick my books based solely on the cover). I don't like how every book I purchase shows up on the carousel whether I've sent it to the Fire or not (there may be a way to stop tha...",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
811,"If you do not have WiFi connection, my device says I am connected with excellent score, the airplane mode is off, but still no real connection. Try using the online help with connectionOf course they do not publish a telephone number thus, it is worthless",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
812,"It's always good to buy on sale. The reason I purchased this style of Kindle, it's small , just like a paperback book, and very portable. So far so good. I'm enjoying every minute of use. The OS is very friendly user driven. Easy to navigate. Shopping, apps and books, is very easy. The user-interface takes a bit to get use too. If you are use to using tablets with iOS, windows, or Android there is a very short learning curve.The one aspect I like is the ability to group your items. Games, books,...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
813,"Had I not purchased a Paperwhite first, I could easily settle on the HDX 7 as a reader as well as a color tablet. The size difference between the two is practically negligible as is the weight difference (the HDX7 is slightly larger and about 8 ounces heavier). I can hold the the HDX7 in my left hand quite comfortably--just not quite as comfortably as the Paperwhite. Moreover, the text of the Paperwhite seems to wear longer on older, tired eyes (especially after reading the hype on behalf of e-i...",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
814,received my Kindle and it was in good shape package not Damaged.I see the difference with the kindle fire HD compared to HDX cause their isn't any.One has camera and the other didn't. I plan on keeping my KINDLE fire Hd Thanks amazon I love it.,7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
815,"I have read some of the previous reviews and you shouldn't believe everything that is written. First I'm a die hard Kindle user and love every single one I have owned.This one is incredibly light (weight). I bought the Kindle Fire HD 8.9 before this one and even though I loved it, it was pretty heavy. The screen resolution is incredible. It's crystal clear and just looks amazing. Now I kind of was debating waiting for the 8.9 to come out but this 7 inch is the prefect size to throw in my purse. ...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
816,"Mine has problems connecting to wifi. The customer care and the technical team are highly incapable of handling the case , they even lost the log files i sent them multiple times. They will not update you the status and it's a pure waste of my money and time.",-1,Outlier/No Clear Topic,Review doesn't fit clearly into any topic
817,"I love it,other than the problem I have with my one game I called about. It is still happening with it.",4,TV Remote Controls,"This topic is centered around the experiences of users with their TV remote controls, specifically those associated with Fire TV. The discussions revolve around the functionality, durability, and user experience of these remote controls."
818,"I actually was pretty happy with my kindle initially. It had some good apps, the screen had really good quality and I like their support features. That's where the good news ends.As I started using my kindle more an more, I noticed that some of the apps which are free on my android tablet or iPad, I had to pay for on my kindle. Initially I was surprised but I decided it was a minor nuisance.What really put me over the edge is that about 6 months after I purchased my Kindle I noticed that my scre...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
819,Its the best product.its vety comfortable to watch shows and read books and alot easy to play games and fun,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
820,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
821,"Extremely wonderful tablet, it definitely gets the job done adaptes very well with everyday usage, good speed, nice display, and one I would definitely recommend to everyone!",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
822,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
823,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
824,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
825,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
826,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
827,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
828,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
829,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
830,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
831,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
832,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
833,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
834,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
835,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
836,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
837,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
838,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
839,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
840,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
841,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
842,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
843,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
844,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
845,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
846,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
847,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
848,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature.Update: Some users are reporting a bluish...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
849,"Update on Dec 23 2013 - Please scroll to the very end of this review for 2 month use update. ...For those who are looking at getting the best tablet out there at the moment, this is the one you should be looking at.My profile: Heavy tablet users for personal and business purposes. I work on my tablet around 4-5 hours a day (Email / Documents / Spreadsheet / PDF ) and use it 1-2 hours for personal use such as watching movies or reading books/magazine. Tablet is my go-to device for all internet re...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
850,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference betwee...",1,Kindle Devices,The topic primarily discusses experiences and features of Kindle devices.
851,"This is the middle model of the three models that Amazon is shipping this year: the Kindle Fire HD, the Kindle Fire HDX (this tablet), and the Kindle Fire HDX 8.9. This is the successor for last year's Kindle Fire HD but with an updated operating system and new features, a redesigned shell (with the power and volume control buttons more readily accessible), an absolutely amazing display, superb sound, an included power adapter, and the new Mayday feature. See http://www.amazon.com/review/RNH700D...",7,Kindle Fire Models,"This topic is centered around discussions and reviews of various models of the Kindle Fire, a tablet device by Amazon."
852,"IMPORTANT UPDATE (3/8/17): As you read my original review, please be aware that Amazon announced in early February (2017) a new firmware update that allows Amazon Tap owners to enable a hands-free option! By going into Settings in the Alexa app, you can now choose the hands-free option and have your Tap respond to voice commands without touching it, just like the Echo and Echo Dot! This is a fabulous development and something Tap owners have been hoping for. Thank you, Amazon!Since the lack of h...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
853,"It was just a few weeks ago that I was bemoaning the fact that I did not scoop up an Echo back when they were being released last year. Not only could it be had at nearly half off the current price, but it came with a voice remote and we could have had a year longer using this amazing device...Well, here I am, a year late to the game and I can now proudly say that I own both an Echo and this new little Tap! Can I just say that I am OBSESSED with all things Echo and Alexa. These are devices that ...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
854,"The Amazon Tap is a portable Bluetooth speaker that can be controlled with your voice. You can instruct it to play music, order products and services, control home automation products and connected devices, plus a whole lot more.It contains a button activated microphone for listening to your verbal commands. It also has Dolby stereo speakers for playing music. The Amazon Tap is basically the portable version of the popular Amazon Echo that was released last year.Ive been testing the Tap for seve...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
855,"Look at this product as a portable speaker first and an Echo replacement second. The big reason to buy this over standard Bluetooth speakers is this has WiFi streaming enabled. When you are at home you can stream music with ease to it. Voice recognition is top notch and it really shines when using it with other smart home accessories. The only problem is having to tap the microphone button for it to listen to your voice. If you want bigger sound and always listening features, spend the extra mon...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
856,"This Amazon tap is not only a great Bluetooth speaker, which is half of the reason I bought it for. But it also has some awesome voice control. I bought a wemo switch, plugged it into an old lamp, setup some commands with ittt, and in 5 minutes I was using my Amazon tap to control a lamp. Pretty cool. I love this Amazon tap it is light, portable, smart, has a great dock so I don't have to fuss with cables, and it has a 9 hour battery life, so I can go all day playing music.Being a Google play mu...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
857,"Bought this on Deal of the Day which surprised me since it is new to Best Buy. Just push the button and ask ""her"" to do something such as play favorite radio station or music from play list. Have ""her"" set timers and alarms to wake by. I haven't used half of the features of TAP. The sound is amazingly great for such a small device.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
858,Amazing Sound! All around great product! Nothing negative so far.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
859,I have owned the Echo for about a year now and enjoy the features it provides. Although the Tap doesn't have the hands free feature of the Echo I like its portability. I'm able to take it outdoors at home and using the WiFi play music or even use the other features available by just asking Alexa. The unit is well built and I really like the charging cradle provided.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
860,"I really like my Tap very much. It great when it's connected. Reads me news, weather, plays music and can purchase items from Amazon That being said, I do have some connectivity problems while on wifi. I don't want to say that it's the taps fault as it may be my wifi. I don't regret my purchase. It has great sounds and recognizes my voice commands well.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
861,"I have owned three versions of the amazon echo: the original, the dot, and the tap. This is the most versatile of the three. The wireless recharging is great. The sound is not as good as the original, but the portability makes up for this. At $79 it was a fantastic buy.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
862,I use this speaker daily and love the sound quality and its ability to be independant of my phone/tablet unlike normal Bluetooth speakers that require your phone to play music even if they have the same sound quality.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
863,"I got it on a pretty good sale... so I feel it was worth it. The sound is good, I like that it's portable and rechargeable. I think it is best if you have a prime account so you have access to the prime music.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
864,"I have a regular echo and now the tap. Both awesome products, use them to control lights, locks, and play music. Would buy again.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
865,great sound easily portable around the house both inside and outside. the option to have it automatically respond without pushing the button was a surprise but a welcome one!,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
866,"I wanted to buy a Tap when it was first released. I have several Echo's in the house, but having a portable Alexa enabled device is awesome. Unfortunately, when it was first released, the tap could not be operated hands-free. I held off purchasing one because I was afraid Amazon would wait for new hardware to add that feature.Earlier this year Amazon enabled hands-free mode, and it works almost as well as the Echo, despite having fewer microphones.Sound quality is very good. It's a small speaker...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
867,Was a little difficult to sync the first time. I really have only used the Tap to play music and to ask for the weather. I like that the device takes up little space in my kitchen.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
868,I have a few top end Bluetooth speakers and this Amazon tap rates right up with them in sound and built quality plus it has alexa built in,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
869,We now have one for everyone in the family and no longer share. I would have no problem recommending this to a friend.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
870,Great product for intro to an AI device. Cant wait to upgrade to echo.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
871,"The more I use this, the more reasons I enjoy it. The staff were great and helped me set it up.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
872,got as a gift. Might not have got for my self- but love it and glad I had a birthday - lol,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
873,"I bought 1 of everything. Like this one the best. VERY good sound, grab it off the base and take it to another room or outside and enjoy the music.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
874,"Was excited to get this product for its sheer portability alone (doesn't need to be plugged into an electrical outlet all the time like we have to do with our Echo Dot), but was pleasantly surprised with the sound quality and volume! We prefer this over our outdoor bluetooth speaker, and its ""Hands-Free"" mode is a great updated feature (though we try not to keep it on that setting too long because it does drain the battery faster)...",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
875,"I have the Amazon dot, which is great. But after purchasing the tap, which was on sale too, I was sold. You can take it any where. And the sound is great!!!",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
876,"I will rate this Amazon Tap a five stars when the application to make the Alexa commands become remote, instead of manually pressing the command button on the unit itself.",0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
877,Already have a few other Alexas. Wanted on to be portable around the house without having to plug in or connect to another speaker. Works as expected.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
878,Enjoying the product and feel the ease of use is good.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
879,Just really thought it would have been more useful without having to have to make additional purchases for music I like.,0,Smart Home Devices,"This topic revolves around the use, functionality, and updates of smart home devices, specifically Amazon's Echo and Tap."
